epoch,accuracy,ce_loss,center_loss,loss,val_accuracy,val_ce_loss,val_center_loss,val_loss
1,0.3279742896556854,1.0992662906646729,0.12096671760082245,1.1004760265350342,0.32894736528396606,1.0982213020324707,0.029092537239193916,1.0985122919082642
2,0.41800642013549805,1.0812962055206299,0.05540736764669418,1.081850290298462,0.32894736528396606,1.0802170038223267,0.048818040639162064,1.080705165863037
3,0.5546624064445496,1.0252845287322998,0.1669834703207016,1.0269542932510376,0.6184210777282715,0.9379839301109314,0.2004319280385971,0.9399881958961487
4,0.6254019141197205,0.890770435333252,0.7442246675491333,0.898212730884552,0.6184210777282715,0.7526440024375916,0.9231936931610107,0.7618758678436279
5,0.7395498156547546,0.7199753522872925,1.51058030128479,0.7350811958312988,0.5789473652839661,0.8235967755317688,1.85308837890625,0.8421277403831482
6,0.7974276542663574,0.5849528908729553,2.199899196624756,0.6069518327713013,0.5789473652839661,0.7349299788475037,2.754193067550659,0.7624718546867371
7,0.8569132089614868,0.4706571698188782,2.4745211601257324,0.4954024851322174,0.6578947305679321,0.6033192276954651,3.3381059169769287,0.6367002725601196
8,0.8778135180473328,0.3758516311645508,2.9482412338256836,0.40533408522605896,0.6578947305679321,0.5962628722190857,3.949840784072876,0.6357613205909729
9,0.889067530632019,0.3379155993461609,3.0380139350891113,0.3682957589626312,0.6710526347160339,0.4896334111690521,3.683487892150879,0.5264683365821838
10,0.8971061110496521,0.30337828397750854,3.2512824535369873,0.33589112758636475,0.7368420958518982,0.3748777210712433,2.629530668258667,0.4011729955673218
11,0.9228295683860779,0.24048075079917908,3.2989985942840576,0.2734706997871399,0.8421052694320679,0.284484326839447,3.00473690032959,0.31453168392181396
12,0.9308681488037109,0.2175006866455078,3.5366618633270264,0.25286734104156494,0.7368420958518982,0.3766458034515381,4.220151424407959,0.41884735226631165
13,0.9517685174942017,0.17454148828983307,3.3525338172912598,0.20806679129600525,0.6973684430122375,0.4644688665866852,5.371950626373291,0.5181884169578552
14,0.950160801410675,0.18376000225543976,4.231176853179932,0.22607174515724182,0.9210526347160339,0.1928652971982956,4.291032791137695,0.2357756346464157
15,0.9517685174942017,0.15335747599601746,3.5469677448272705,0.18882717192173004,0.8421052694320679,0.28329789638519287,3.3555190563201904,0.3168531060218811
16,0.9774919748306274,0.11511886119842529,3.5443637371063232,0.15056250989437103,0.8421052694320679,0.23139917850494385,4.646286487579346,0.2778620421886444
17,0.9549839496612549,0.14771147072315216,3.8066158294677734,0.18577763438224792,0.9210526347160339,0.18585245311260223,2.987359046936035,0.21572601795196533
18,0.9807074069976807,0.1042119711637497,3.6928353309631348,0.14114031195640564,0.8684210777282715,0.22324860095977783,4.811270713806152,0.2713613212108612
19,0.9565916657447815,0.13377419114112854,3.7024788856506348,0.17079900205135345,0.9605262875556946,0.17091576755046844,3.3224544525146484,0.204140305519104
20,0.9694533944129944,0.11953984200954437,3.2412593364715576,0.15195243060588837,0.9210526347160339,0.1803174614906311,3.937410354614258,0.21969157457351685
21,0.9726688265800476,0.0978485494852066,3.6564688682556152,0.1344132423400879,0.8947368264198303,0.1626245528459549,3.275479555130005,0.1953793317079544
22,0.9823151230812073,0.07897381484508514,3.3456645011901855,0.11243043094873428,0.9605262875556946,0.12776468694210052,3.9332258701324463,0.16709692776203156
23,0.9758842587471008,0.0893271416425705,3.259408473968506,0.12192124128341675,0.8421052694320679,0.273673415184021,3.6826088428497314,0.31049951910972595
24,0.9823151230812073,0.07854802161455154,3.342585802078247,0.11197388172149658,0.8684210777282715,0.1798819750547409,3.761345863342285,0.21749542653560638
25,0.9758842587471008,0.08935035020112991,3.5282669067382812,0.12463301420211792,0.8026315569877625,0.3402327001094818,3.5313355922698975,0.37554609775543213
26,0.9871382713317871,0.0682453066110611,3.252577304840088,0.10077109187841415,0.8947368264198303,0.17871785163879395,3.6880435943603516,0.21559828519821167
27,0.9919614195823669,0.0561179593205452,3.216179609298706,0.08827976137399673,0.8947368264198303,0.1680649071931839,2.9478466510772705,0.19754339754581451
28,0.9871382713317871,0.06953678280115128,3.0415470600128174,0.09995225071907043,0.8947368264198303,0.16842453181743622,3.7681941986083984,0.20610648393630981
29,0.9807074069976807,0.061105865985155106,3.0969812870025635,0.09207568317651749,0.9210526347160339,0.14597927033901215,3.816309690475464,0.1841423660516739
30,0.9887459874153137,0.05924985930323601,3.1721856594085693,0.09097172319889069,0.9210526347160339,0.13724713027477264,3.379133939743042,0.1710384637117386
31,0.9903537034988403,0.045190420001745224,2.9353079795837402,0.07454349100589752,0.9342105388641357,0.13285255432128906,3.503790855407715,0.16789047420024872
32,0.9919614195823669,0.042958084493875504,2.7539048194885254,0.07049712538719177,0.9605262875556946,0.11186554282903671,3.49216365814209,0.14678718149662018
33,0.9887459874153137,0.048394642770290375,2.8784351348876953,0.07717899233102798,0.9605262875556946,0.10433778166770935,3.4657557010650635,0.13899533450603485
34,0.9887459874153137,0.04680497199296951,2.7236294746398926,0.07404126226902008,0.8947368264198303,0.20014618337154388,3.688570261001587,0.23703187704086304
35,0.9823151230812073,0.05244963616132736,2.7221949100494385,0.07967158406972885,0.9210526347160339,0.13853353261947632,3.3048837184906006,0.17158235609531403
36,0.9887459874153137,0.048675596714019775,2.5386223793029785,0.0740618035197258,0.9605262875556946,0.1079191192984581,3.4425108432769775,0.14234422147274017
37,0.9935691356658936,0.03591125085949898,2.5891432762145996,0.0618026927113533,0.8947368264198303,0.1892165094614029,3.644245147705078,0.22565895318984985
38,0.9967845678329468,0.0358918160200119,2.458646774291992,0.06047828122973442,0.8947368264198303,0.1877652406692505,3.6632425785064697,0.224397674202919
39,0.9919614195823669,0.045643072575330734,2.7230660915374756,0.07287373393774033,0.9605262875556946,0.11540966480970383,3.777432680130005,0.1531839817762375
40,0.9887459874153137,0.04175293445587158,2.6070499420166016,0.06782343238592148,0.9605262875556946,0.09369572252035141,3.076307535171509,0.12445879727602005
41,0.9871382713317871,0.046354204416275024,2.531939744949341,0.07167360186576843,0.8947368264198303,0.15446783602237701,2.9791343212127686,0.18425916135311127
42,0.9983922839164734,0.028874710202217102,2.452768087387085,0.05340239405632019,0.8421052694320679,0.22685664892196655,3.8130416870117188,0.264987051486969
43,0.9887459874153137,0.035230882465839386,2.324307918548584,0.05847395583987236,0.9605262875556946,0.11078661680221558,3.12750506401062,0.14206166565418243
44,0.9903537034988403,0.03957071155309677,2.2948107719421387,0.06251880526542664,0.9605262875556946,0.08366617560386658,3.8804244995117188,0.1224704161286354
45,0.9951768517494202,0.03363621607422829,2.4378092288970947,0.058014314621686935,0.9605262875556946,0.09881728887557983,3.0597076416015625,0.129414364695549
46,0.9935691356658936,0.031595684587955475,2.1922764778137207,0.05351845175027847,0.8684210777282715,0.17904429137706757,2.944279432296753,0.20848709344863892
47,0.9887459874153137,0.03044505976140499,2.2064576148986816,0.05250962823629379,0.9605262875556946,0.10903771966695786,3.5973880290985107,0.14501160383224487
48,0.9935691356658936,0.03628942742943764,2.1671252250671387,0.05796068161725998,0.9210526347160339,0.14754372835159302,2.4680798053741455,0.17222453653812408
49,0.9935691356658936,0.031187310814857483,1.9927761554718018,0.05111507326364517,0.9605262875556946,0.08813484758138657,3.275678873062134,0.12089163810014725
50,0.9951768517494202,0.025524284690618515,1.9957374334335327,0.04548165947198868,0.9605262875556946,0.06708767265081406,3.1456987857818604,0.0985446572303772
51,0.9935691356658936,0.02766082063317299,2.018019914627075,0.04784102365374565,0.9605262875556946,0.07094237953424454,3.437110185623169,0.1053134873509407
52,0.9871382713317871,0.037632837891578674,2.028508186340332,0.057917915284633636,0.9605262875556946,0.07432413846254349,3.2870404720306396,0.10719454288482666
53,0.9903537034988403,0.03523408621549606,1.9067531824111938,0.054301612079143524,0.9605262875556946,0.09394862502813339,2.7600555419921875,0.12154918164014816
54,0.9967845678329468,0.018758486956357956,1.7818937301635742,0.03657742589712143,1.0,0.04910939931869507,2.637995481491089,0.0754893496632576
